Product Name,Product Description,Category,Energy,Saturated fat,Carbohydrate,Sugar,Salt
Kellogg's Rice Krispies Limited Edition Squares Chocolatey Orange Flavour Bars 4x36g,"Orange flavour, rice cereal bar with milk chocolate chunks and a chocolate flavour coating.",chocolate,454,8.6,74,37,0.56
Kellogg's Rice Krispies Squares Delightfully Chocolatey Snack Bars 4x36g,Crispy grains of toasted rice cereal and milk chocolate chunks with a chocolate flavour coating.,chocolate,432,10,74,35,0.63
Treat Kitchen Jelly Beans Bottle 450g,Fruit Flavoured Jelly Beans,chocolate,373,0.2,91.8,54.7,0.05
Lindt Excellence Dark Mint Chocolate Bar 100g,Fine dark chocolate with natural peppermint oil,chocolate,2239,19,52,47,0.1
Lindt Excellence Dark Orange Chocolate Bar 100g,Fine dark chocolate with orange juice and almond slivers,chocolate,2189,17,51,48,0.09
Kit Kat Chunky Milk Chocolate Bar Multipack x9 32g,Nine bars of crispy wafer fingers covered with thick milk chocolate (68%).,chocolate,506,14,62.6,52.7,0.23
Cadbury Wispa Gold Chocolate Bar Multipack 4pk 153.2g,Textured milk chocolate bar with soft caramel centre (32 %).,chocolate,502,15,60,51,0.33
Lindt Excellence Dark Caramel and Sea Salt Chocolate Bar 100g,Fine dark chocolate with crispy caramel pieces and a touch of sea salt,chocolate,2177,17,56,52,0.4
Bounty Coconut Milk Chocolate Duo Bars Multipack 4x57g,Moist tender coconut covered in thick milk chocolate,chocolate,488,21.4,58.5,47.9,0.26
Fry's Chocolate Cream Multipack x3 147g,Chocolate with a fondant centre (52 %).,chocolate,1759,7.5,73,65,0.01
Sainsbury's No Added Sugar Dark Chocolate 100g,No Added Sugar Dark Chocolate with Sweeteners,chocolate,529,26.6,36.8,0.8,0.01
Sainsbury's Milk Chocolate 200g,Milk chocolate,chocolate,546,19.9,53.8,50.8,0.16
Cadbury Dairy Milk Buttons Treatsize Chocolate Bags Multipack x6 84g,Milk chocolates,chocolate,535,18,57,56,0.24
Milky Way Chocolate Bar Multipack 12x21.5g,Milk chocolate with a light whipped white centre (61%),chocolate,447,7.8,71.9,65.1,0.52
Lindt Les Grandes Dark Chocolate Hazelnut Bar 150g,Dark chocolate with hazelnuts,chocolate,573,13,42,39,0.02
Milkybar White Chocolate Bar Multipack 4x25g,White Chocolate.,chocolate,543,19.1,53.1,52.6,0.34
Galaxy Smooth Milk Chocolate More to Share Bar 200g,Milk chocolate.,chocolate,545,20,56,55,0.3
Green & Black's Organic Ginger Dark Chocolate Bar 90g,Organic chocolate with crystallised ginger pieces (20 %).,chocolate,2118,18,51,47,0.01
Kit Kat 2 Finger White Chocolate Biscuit Bar Multipack x9,Nine bars of two crispy wafer fingers covered with white chocolate (66%).,chocolate,515,15.1,59,46.3,0.27
Twix Chocolate Biscuit Snack Size Twin Bars Multipack 9x40g,Milk chocolate (35%) covered caramel (32%) and biscuit (26%).,chocolate,493,14,65,49,0.41
Lindt Excellence Dark 85% Cocoa Chocolate Bar 100g,Extra fine dark chocolate,chocolate,2418,27,22,15,0.02
Green & Black's Organic Milk Chocolate Bar 90g,Organic milk chocolate.,chocolate,2339,22,48,46,0.23
Cadbury Darkmilk Original Chocolate Bar 85g,High cocoa milk chocolate.,chocolate,536,20,51,49,0.11
Kinder Chocolate Medium Bars 5x21g,Fine Milk Chocolate with A Milky Filling,chocolate,2360,22.6,53.5,53.3,0.313
Bounty Coconut Milk Chocolate Duo Bars Multipack 8x57g,Moist tender coconut covered in thick milk chocolate.,chocolate,487,21,59,48,0.26
Kinder Bueno Milk Chocolate Bars Multipack 4x43g,Milk Chocolate Covered Wafer with Smooth Milky and Hazelnut Filling,chocolate,2384,17.3,49.5,41.2,0.272
Green & Black?s Velvet Edition 70% Cocoa Dark Chocolate Bar 90g,Chocolate,chocolate,607,30,30,27,0.01
Lindt Excellence Milk Extra Creamy Chocolate Bar 100g,Extra creamy milk chocolate,chocolate,2387,23,51,50,0
Rolo Chocolate 4x41.6g,Milk chocolates with a soft toffee centre (45%).,chocolate,478,11.4,67.4,58,0.32
"Sainsbury's Venezuelan 70% Dark Chocolate, Taste the Difference 100g",Dark chocolate,chocolate,599,27.6,34.5,27.4,0.08
Green & Black?s Velvet Edition Salted Caramel Dark Chocolate Bar 90g,Chocolate with salted caramel pieces (15 %).,chocolate,590,27,37,32,0.5
Sainsbury's Fruit & Nut Dark Chocolate 200g,Dark chocolate with raisins and almonds,chocolate,509,15.7,47.3,42.7,0.01
Cadbury Dairy Milk with Daim Chocolate Bar 120g,Milk chocolate with crunchy almond caramel pieces (20 %).,chocolate,525,17.5,57,56.5,0.43
Sainsbury's White Chocolate 200g,White chocolate,chocolate,572,22.2,54.6,51.8,0.21
"Sainsbury's Dominican Republic 72% Dark Chocolate, Taste the Difference 5x25g",Dark chocolate,chocolate,620,31.5,26.7,20.7,0.01
Cadbury Dairy Milk Caramel Chocolate Bar 120g,Milk chocolate with caramel centre (40 %).,chocolate,483,14,62,48,0.4
Aero Milk Chocolate  4x27g,Smooth bubbly milk chocolate.,chocolate,538,17.9,57.8,56.8,0.23
"Sainsbury's Madagascan 80% Dark Chocolate, Taste the Difference 100g",Dark chocolate,chocolate,592,27.7,30.6,19.9,0.09
Aero Peppermint Mint Chocolate Sharing Bar 90g,Smooth milk chocolate filled with peppermint flavoured bubbles.,chocolate,534,17.7,60.8,60.4,0.22
Galaxy Caramel Chocolate Bar 135g,Milk chocolate with a soft caramel filling (30%).,chocolate,498,16,61,56,0.36
Green & Black's Organic Milk Almond Chocolate Bar 90g,Organic milk chocolate with chopped roasted almonds (20 %).,chocolate,2406,18,40,37,0.18
Cadbury Caramilk Golden Caramel Chocolate Bar 90g,White chocolate with caramelised milk powder (5 %).,chocolate,544,18,63,63,0.29
Cadbury Dairy Milk Buttons Chocolate Treatsize Bags Multipack x12 170g,Milk chocolates.,chocolate,535,18,57,56,0.24
Milkybar White Chocolate Bar 90g,White Chocolate.,chocolate,542,19.1,52.9,52.5,0.35
Milky Way Chocolate Bar Multipack 6 x 21.5g,Milk chocolate with a light whipped white centre (61%).,chocolate,450,7.9,70.7,61.8,0.37
Sainsbury's Mini Assorted Chocolate Bars x25 421g,An assortment of treat-size bars,chocolate,509,11.1,53.1,43.2,0.64
Sainsbury's No Added Sugar Milk Chocolate 100g,No Added Sugar Milk Chocolate with Sweeteners,chocolate,502,23.6,51.2,10.5,0.19
Lindt Excellence Dark Raspberry Chocolate Bar 100g,Fine dark chocolate with raspberry pieces,chocolate,2182,18,51,49,0
Cadbury Dairy Milk with Oreo Chocolate Bar 120g,Milk chocolate with a vanilla flavour filling (38 %) and biscuit pieces (12 %).,chocolate,558,19,54,49,0.37
Sainsbury's Wholenut Dark Chocolate 200g,Dark chocolate with whole hazelnuts,chocolate,575,17.6,36.4,32.5,0.01
Toffee Crisp Milk Chocolate Bar Multipack x9 31g,Nine Bars of Toffee (18%) and Crisped Cereal (11%) Filled Milk Chocolate.,chocolate,522,17.9,62.8,50.5,0.26
Kinder Bueno White Chocolate Bars Multipack 4x39g,White Chocolate Covered Wafer with Smooth Milky and Hazelnut Filling,chocolate,2387,16.8,53,43.6,0.356
Lindt Lindor Milk Chocolate Bars 4x25g,Milk chocolate with a smooth melting filling (40%),chocolate,2556,33,46,45,0.13
Lindt Lindor Milk Chocolate Bar 100g,Swiss milk chocolate with a smooth melting filling,chocolate,2582,36,44,43,0.14
Cadbury Dairy Milk 30% Less Sugar Chocolate Bar 85g,Reduced sugar milk chocolate.,chocolate,503,18,42,37,0.18
Lindt Lindor White Chocolate Bar 100g,White Swiss chocolate with a smooth melting filling,chocolate,2688,39,42,42,0.21
Lindt Les Grandes Milk Chocolate Hazelnut Bar 150g,Swiss milk chocolate with hazelnuts,chocolate,587,13,44,39,0.08
Galaxy Salted Caramel Chocolate Bar 135g,Milk chocolate with a salted caramel filling (30%).,chocolate,497,16,60,56,0.57
Green & Black's Organic Butterscotch Milk Chocolate Bar 90g,Organic milk chocolate with butterscotch pieces (10 %).,chocolate,2313,21,51,48,0.2
Lindt Excellence Dark Chilli Chocolate Bar 100g,Swiss dark chocolate with extract of chilli pepper,chocolate,538,20,50,48,0.1
Aero Milk Chocolate Sharing Bar 90g,Smooth bubbly milk chocolate.,chocolate,532,17.8,57.3,56.8,0.22
Trip CBD Infused Peach Ginger 250ml,"Lightly sparkling, CBD-infused Peach Ginger drink powered by natural botanicals with no added sugar",chocolate,35.1,0,2.1,1.8,0
Trip CBD Infused Lemon Basil 250ml,"Lightly sparkling, CBD-infused Lemon Basil drink powered by natural botanicals with no added sugar",chocolate,33.5,0,2.6,1.7,0
Trip CBD Infused Elderflower Mint 250ml,"Lightly sparkling, CBD-infused Elderflower Mint drink powered by natural botanicals with no added sugar",chocolate,31.8,0,1.9,1.5,0
Limited Edition Message Bottle 330g,Fizzy Strawberry Pencils,chocolate,374,0.5,89,64,0.02
Cadbury Darkmilk Salted Caramel Chocolate Bar 85g,High cocoa milk chocolate with salted caramel chips (10 %).,chocolate,528,19,53,52,0.53
Aero Dark & Milk Peppermint Chocolate Sharing Bar 90g,Smooth bubbly peppermint flavoured dark chocolate. Dark chocolate contains cocoa solid 48% minimum.,chocolate,536,20.6,43.9,41.8,0.08
Tony's Chocolonely Milk Chocolate Caramel Sea Salt 180g,Belgian Fairtrade milk chocolate with caramel pieces and sea salt.,chocolate,2247,19.3,54.3,51.1,0.69
Green & Black's Organic White Chocolate Bar 90g,Organic white chocolate.,chocolate,581,23,51,51,0.26
Sainsbury's Fruit & Nut Milk Chocolate 200g,Milk chocolate with raisins and almonds,chocolate,516,14.4,52.3,51.3,0.13
"Sainsbury's Peruvian 55% Dark Milk Chocolate, Taste the Difference",Milk chocolate,chocolate,591,26.1,40.2,36.1,0.1
Kit Kat Chunky Salted Caramel Popcorn Milk Chocolate Bar Multipack 4 Pack 4x34g,"Crispy wafer finger with salted caramel and popcorn flavoured filling, with salted and roasted corn (2%), covered in milk chocolate (59%)",chocolate,523,16.1,55.9,45.9,0.39
Galaxy Fusions Dark Chocolate 70% Cocoa Bar 100g,Dark chocolate.,chocolate,564,26,31,27,0.02
Aero Caramel Chocolate Bar 90g,Smooth milk chocolate filled with caramel flavoured bubbles.,chocolate,532,17.8,57.2,56.7,0.22
Maltesers Chocolate Full Size Bags Multipack 3x37g,Milk chocolate (73%) with a honeycombed centre (23%),chocolate,505,15.2,61.7,51.9,0.41
Sainsbury's Wholenut Milk Chocolate 200g,Milk chocolate with whole hazelnuts,chocolate,583,15.6,42.2,39.7,0.12
Cadbury Dairy Milk Big Taste Triple Chocolate Bar 300g,Milk chocolate with white chocolate (42 %) and dark milk chocolate (25 %).,chocolate,541,19,57,56,0.3
Dr. Oetker 72% Extra Dark Chocolate Bar 150g,Extra Dark Chocolate,chocolate,2215,24,34,27,0.05
Maltesers Teasers Chocolate Bar 100g,Milk chocolate with honeycombed pieces (11%).,chocolate,533,18,58,54,0.31
Tony's Chocolonely Milk Chocolate 180g,Belgian Fairtrade milk chocolate.,chocolate,2280,20,51.9,50.7,0.21
"Sainsbury's Dominican Republic 72% Dark Chocolate, Taste the Difference 100g",Dark Chocolate,chocolate,620,31.5,26.7,20.7,0.01
Tony's Chocolonely Dark Chocolate Almond Sea Salt 51% 180g,Belgian Fairtrade dark chocolate with almond pieces and sea salt.,chocolate,2252,18,44,42,0.51
Milkybar White Chocolate Bar Multipack x6 75g,White Chocolate.,chocolate,542,19.1,52.9,52.5,0.35
Cadbury Creamy White Chocolate Bar 180g,White chocolate.,chocolate,534,17,65,65,0.26
Snickers Creamy Peanut Nut Butter Chocolate Multipack 10 Pieces 182g,Milk Chocolate (35%) with peanut butter filling (32%) and caramel centre (24%) with fresh roasted peanuts (8.1%).,chocolate,519,9.1,51,48,0.57
Terry's Chocolate Orange Milk Tablet 90g,Milk chocolate flavoured with real orange oil.,chocolate,523,17,59,58,0.27
Lindt Classic Recipe Vegan Hazelnut Chocolate Bar 100g,"Cocoa product with oat drink powder (21%), almond paste (9%) and hazelnut pieces (10%)",chocolate,576,16,54,38,0.05
Aero Bubbly Caramel Chocolate Bar Multipack 4 Pack 4x27g,Smooth milk chocolate filled with caramel flavoured bubbles.,chocolate,531,17.8,57.2,56.7,0.22
Lindt Classic Recipe Vegan Smooth Chocolate Bar 100g,Cocoa product with oat drink powder (24%) and almond paste (10%),chocolate,559,17,58,42,0.05
Tony's Chocolonely Dark Milk Chocolate Pretzel Toffee 42% 180g,Belgian Fairtrade dark milk chocolate with pretzel and caramel pieces.,chocolate,2238,19.6,48.8,41.1,0.47
Cadbury Flake Chocolate Bar Multipack x9 180g,"The crumbliest, flakiest milk chocolate.",chocolate,521,16,60,59,0.26
Montezuma's Absolute Black 100% Cocoa Solids with Orange & Cocoa Nibs Dark Chocolate Bar 90g,Absolute Black Orange & Cocoa Nibs,chocolate,604,33,7,3,0.02
Cadbury Dairy Milk Big Taste Peanut Caramel Crisp Chocolate Bar 278g,"Milk chocolate filled with peanuts (11 %), caramel (10 %) and a peanut filling (22 %) with chopped peanuts (1%) and rice crisps (0.4 %).",chocolate,548,16,49,45,0.27
Cadbury Dairy Milk Orange Chocolate Bar 180g,Orange flavoured milk chocolate.,chocolate,533,18,57,56,0.24
Galaxy Fusions Blonde Sea Salt Chocolate Bar 100g,White chocolate with caramel and sea salt (0.15%).,chocolate,552,21,53,52,0.66
Tony's Chocolonely Fairtrade Milk Chocolate Almond Honey Nougat 180g,Belgian Fairtrade milk chocolate with almond honey nougat pieces.,chocolate,2240,20,55,51,0.19
Galaxy Smooth Orange Chocolate Bar 110g,Orange flavoured milk chocolate.,chocolate,545,20,56,55,0.27
Lindt Excellence Dark Honeycomb Cocoa Chocolate Bar 100g,"Dark chocolate with honeycomb pieces (10%) and honey powder (0,4%)",chocolate,529,18,56,51,0
Thorntons Billionaire Brownie Fingers Milk Chocolate x5,Chocolate brownie layered with chocolate flavoured caramel filling and topped with milk chocolate,chocolate,423,10.6,54.5,42.7,0.62
Deliciously Ella Salted Chocolate Dipped Almonds with Moreish Cocoa Dusting 30g,Whole roasted almonds covered in salted vegan chocolate and cocoa powder,chocolate,2448,14.8,28.4,17.5,0.24
Tony's Chocolonely Fairtrade Milk Chocolate Hazelnut 180g,Belgian Fairtrade milk chocolate with hazelnuts.,chocolate,2338,18.5,47.8,46.4,0.19
Montezuma's Absolute Black 100% Cocoa Solids with Almonds Dark Chocolate Bar 90g,Absolute Black Almond,chocolate,606,29,7,3,0.01
Montezuma's Dark Chocolate Absolute Black 100% Cocoa 90g,100% Cocoa Solids Dark Chocolate,chocolate,601,33,8,3,0.02
Lindt Classic Recipe Milk Chocolate Bar 125g,Milk Chocolate,chocolate,2276,19,56,55,0.24
"Sainsbury's Ecuadorian 34% Milk Chocolate, Taste the Difference 100g",Milk chocolate,chocolate,566,22.4,51.4,47.9,0.2
Cadbury Double Decker Chocolate Bar x9 335.7g,"Milk chocolate with smooth, chewy nougat (38 %) and crisp, crunchy cereal (9 %) filling bar.",chocolate,459,8.9,72,55,0.2
Rhythm108 Swiss Chocolate Peanut Butter Soft Baked Filled Cookie 50g,Delicious soft-baked cookie with a peanut butter fondant.,chocolate,484,11,46,24,0.6
"Sainsbury's Belgian Milk Chocolate Honeycomb Pretzel, Taste the Difference 150g",Milk chocolate bar with pretzel and honeycomb pieces,chocolate,519,16.4,61.8,51.8,0.5
Galaxy Fusions Dark Chocolate Raspberry Meringue Bar 100g,Dark chocolate with raspberry pieces (2.0%) and meringue pieces (2.2%).,chocolate,555,25,33,29,0.02
Cadbury Dairy Milk Big Taste Oreo Chocolate Bar 300g,Milk chocolate with a vanilla flavour filling (44 %) and biscuit (16 %).,chocolate,559,19,55,47,0.42
Border Milk Chocolate Ginger 6x24g,,chocolate,485,12.6,61.8,37.9,0.32
Lindt Classic Recipe Hazelnut Milk Chocolate Bar 125g,Milk Chocolate with Roasted Hazelnuts Pieces,chocolate,574,17,50,47,0.25
Dr. Oetker 35% Milk Chocolate Bar 150g,Milk Chocolate,chocolate,2327,23,51,50,0.2
"Sainsbury's Belgian Dark Chocolate Salted Pecan Brownie, Taste the Difference 150g","Dark chocolate bar with caramelised pecans, brownie pieces and sea salt",chocolate,506,16.3,50.8,40.5,0.6
Lindt Excellence Sea Salt & Caramel Milk Chocolate 100g,Fine milk chocolate with crunchy caramel pieces and a touch of sea salt.,chocolate,551,20,57,57,0
Tony's Chocolonely Milk Chocolate Caramel Sea Salt 47g,Belgian Fairtrade milk chocolate with caramel pieces and sea salt.,chocolate,2247,19.3,54.3,51.1,0.69
Pico Organic Vegan Salted Caramel Chocolate 80g,Deliciously smooth vegan chocolate laden with crunchy caramel pieces and sea salt flakes.,chocolate,2310,21,54,51,0.4
"Sainsbury's Free From Vegan Sea Salted Chocolate Bar, Taste the Difference 85g","Choc bar with cocoa butter, rice powder and Cornish sea salt",chocolate,577,22.3,59.5,44.7,0.44
"Sainsbury's Belgian Milk Chocolate Caramelised Biscuit, Taste the Difference 150g",Milk chocolate bar with caramelised biscuits,chocolate,528,17,60.6,52.2,0.3
Lindt Classic Recipe Crispy Milk Chocolate Bar 125g,Milk Chocolate with Crispy Cereal Pieces (8%),chocolate,526,17,58,51,0.28
Raw Halo Mylk & Vanilla Organic Raw Chocolate 70g,Organic creamy vegan Mylk? raw chocolate with natural vanilla flavour,chocolate,582,30.4,35.8,29.6,0.1
Dr. Oetker White 26% Chocolate Bar 150g,White Chocolate,chocolate,2350,15,54,54,0.19
E. Wedel Classic Dark Chocolate 90g,Dark Chocolate,chocolate,508,20,36,32,0
Tony's Chocolonely Milk Chocolate 50g,Belgian Fairtrade milk chocolate.,chocolate,2280,20,51.9,50.7,0.21
M&M's Crispy Chocolate Bar 150g,Milk chocolate with M&M's minis (11%) (milk chocolate in a coloured sugar shell) and cereal crisps (4%).,chocolate,542,20,58,54,0.25
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,chocolate,481,11,60,19,0.85
Trip CBD Infused Elderflower Mint 250ml,"Lightly sparkling, CBD-infused Elderflower Mint drink powered by natural botanicals with no added sugar",chocolate,31.8,0,1.9,1.5,0
Trip CBD Infused Lemon Basil 250ml,"Lightly sparkling, CBD-infused Lemon Basil drink powered by natural botanicals with no added sugar",chocolate,33.5,0,2.6,1.7,0
Trip CBD Infused Peach Ginger 250ml,"Lightly sparkling, CBD-infused Peach Ginger drink powered by natural botanicals with no added sugar",chocolate,35.1,0,2.1,1.8,0
Pico Organic Vegan Hazelnut M*lk Chocolate 80g,Deliciously smooth vegan chocolate with hazelnut milk and crunchy hazelnut pieces.,chocolate,2430,20,36,34,0.01
M&M's Cookie Chocolate Bar 165g,Milk chocolate with M&M'S minis (7.5%) (milk chocolate in a coloured sugar shell) and cookie pieces (7.5%).,chocolate,537,19,58,55,0.28
Cadbury Darkmilk Chocolate Bar 150g,High cocoa milk chocolate.,chocolate,536,20,51,49,0.11
Cadbury Dairy Milk 180g,Milk chocolate.,chocolate,534,18,57,56,0.24
Cadbury Dairy Milk Fruit & Nut 180g,Milk chocolate with dried grapes (17 %) and almonds (7 %).,chocolate,500,13,55,54,0.19
Cadbury Dairy Milk Whole Nut 180g,Milk chocolate with hazelnuts (16 %).,chocolate,554,15,49,48,0.2
LION Bar 4x42g,Filled wafer with caramel (35%) and cereals (7%) covered with milk chocolate (39%).,chocolate,483,11.9,64.6,44.8,0.45
Cadbury Dairy Milk Caramel 180g,Milk chocolate with caramel centre (30 %).,chocolate,497,15,60,50,0.34
Cadbury Dairy Milk  Marvellous Creations Jelly Popping Candy 160g,"Milk chocolate with fruit flavour jellies (6 %), sugar coated cocoa candies (6 %) and popping candy (4 %).",chocolate,511,15,61,58,0.21
Ferrero Rocher Original Tablet 90g,Milk Chocolate (59%) Bar with Hazelnuts & Cocoa Filling.,chocolate,2499,21.6,45.7,44.8,0.147
Ritter Sport Marzipan 100g,Dark chocolate with marzipan filling (44%).,chocolate,2069,11,52,51,0
Family Favourites Fun Size Multipack 20 Bars/Bags 358g,"Twix? - Milk chocolate (35%) covered caramel (32%) and biscuit (26%).
Milky Way? - Milk chocolate with a light whipped white centre (62%).
Mars? - Milk chocolate (36%) with soft nougat (34%) and caramel centre (29%).
Snickers? - Milk chocolate (35%) with soft nougat (16%) and caramel centre (27%) with fresh roasted peanuts (22%).
Maltesers? - Milk chocolate (73%) with a honeycombed centre (23%).",chocolate,493,13.7,64.9,49.1,0.41
Ferrero Rocher Dark Tablet 90g,Dark Chocolate (59%) Bar with Hazelnuts & Cocoa Filling.,chocolate,2467,22,41.9,39.3,0.064
Cadbury Family Treatsize Multipack 216g,Treatsize Variety Bag,chocolate,454,9.3,71,50,0.66
Ritter Sport Rum Raisin & Hazelnut 100g,Milk chocolate with raisins (13 %) soaked in rum (2 %) and chopped hazelnuts (5.5 %).,chocolate,2179,15,56,54,0
McVitie's Penguin Original Bars 16x24.6g,Milk Chocolate Covered Biscuit Bars Filled with Chocolate Cream,chocolate,521,15.3,62.7,40.6,0.17
Cadbury Dairy Milk Crunchie 180g,Milk chocolate with honeycombed granules (16 %).,chocolate,508,14,64,58,0.3
Mentos Chewy Dragees Mint Rolls 5x38g,Chewy mint flavoured sweets.,chocolate,1653,1.8,93,69,0.1
"Lindt Excellence Dark Cranberry, Almond & Hazelnut 100g","Fine dark chocolate with cranberries, almonds and hazelnuts",chocolate,2144,17,52,49,0.2
Ferrero Rocher White Tablet 90g,White Chocolate (59%) Bar with Hazelnuts Filling.,chocolate,2502,21.8,43.9,43.9,0.323
Ritter Sport Cornflakes 100g,Milk chocolate with cornflakes (12%).,chocolate,2173,16,60,50,0
McVitie's Club Salted Caramel Flavour Bars 8x22g,Milk Chocolate Covered Crunchy Biscuit with a Salted Caramel Flavour Cream,chocolate,507,16.1,61.2,39.6,0.76
NOMO Creamy Choc Lollies 3x12g,Non-dairy alternative to milk chocolate.,chocolate,2329,20,55,35,0.14
"Sainsbury's Vegan Block, Taste the Difference 100g",Vegan Chocolate,chocolate,535,18.7,55.3,37.9,0.01
"Sainsbury's White Block, Taste the Difference 100g",White chocolate,chocolate,599,25.8,48,47.9,0.27
Lindt Excellence Tasting Collection 200g,20 Assorted fine dark and milk chocolates.,chocolate,2295,20,48,44,0.25
Cadbury Dairy Milk Giant Chocolate Buttons Bag 119g,Milk chocolates.,chocolate,535,18,57,56,0.24
Cadbury Dairy Milk Giant Buttons Chocolate Big Share Bag 240g,Milk chocolates.,chocolate,535,18,57,56,0.24
Terry's Chocolate Orange Milk Ball 157g,Milk chocolate flavoured with real orange oil.,chocolate,524,17,59,59,0.27
Sainsbury's Milk Chocolate Raisins 180g,Raisins coated in milk chocolate,chocolate,427,8.6,69.3,61.8,0.11
Maltesers Chocolate Pouch Bag 102g,Milk chocolate (73%) with a honeycombed centre (23%).,chocolate,503,15,62,53,0.42
Cadbury Chocolate Eclairs Bag 166g,Caramels with milk chocolate centres (18 %).,chocolate,452,9.1,71,48,0.48
Galaxy Minstrels Chocolate Pouch Bag 125g,Milk chocolate (75%) in a sugar shell.,chocolate,498,13,69,68,0.21
